start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
18 Nov 22,18 Nov 22,2506,2391.6169,21,2,1,pl,1,3,2,,999,,33,33,33,60,2,0,0,0,0,2,,,,,,6,,,,1,2,1,2,3,3,3,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,3,3,3,4,2,8,,,,,,,,,9,,,,,998,,,,,,,,,,,,12,,,,,,,,,,,1,3,2,1,2,2,1,1,1,1,3,3,2,5,2,3,9,2,6,999,1,5,2,337,,3,,2,,,,,6,3,1,3,5,4,3,1,2,1955,67,6,33,1,8,2,103,2,6,,,,3,1,1,2,.94368744,.831554,1.0071064
18 Nov 22,18 Nov 22,2507,1588.762,21,2,1,pl,1,3,3,7,,,33,33,33,37,0,0,0,0,0,1,1,,,,,,1,2,2,1,3,3,3,2,3,3,4,7,1,3,2,2,1,1,4,4,4,2,3,3,7,2,3,2,2,3,6,3,2,,2,,,,,7,,9,,,,,2,,2,,4,,,,,,,11,,,,,,2,4,1,,,,1,3,6,6,2,2,3,5,5,1,5,2,3,4,2,6,1,2,4,10,10,3,7,998,,3,1,2,3,,,,10,1,3,2,4,4,3,1,9,1985,37,3,33,1,8,2,105,3,1,2,3,1,1,1,1,3,.0030837362,.0038140011,1.1809891
18 Nov 22,18 Nov 22,2508,1586.3929,21,2,1,pl,1,3,2,,9,,33,33,33,15,0,2,0,0,0,1,,2,,,,,1,4,2,2,3,3,3,1,2,1,4,6,1,7,4,4,1,5,3,999,4,5,5,9,1,2,3,2,1,2,3,4,4,,,3,,,,,,,,,,,1,1,2,,,,,,,,10,11,,,,,,4,3,3,,,,1,1,4,3,2,3,2,5,3,1,4,3,3,3,3,3,6,6,4,6,2,7,7,339,,2,,,,,5,,6,5,2,2,5,2,3,2,7,1967,55,4,33,1,8,4,108,3,1,2,1,8,1,5,2,,.088438079,.090407893,1.1285007
18 Nov 22,18 Nov 22,2509,1965.611,21,2,2,pl,1,1,2,,6,,43,43,,5,0,0,0,1,0,,,,,,,6,1,5,2,2,2,1,2,3,3,3,5,6,1,6,3,3,1,4,6,2,4,3,2,,1,4,2,3,2,2,4,2,8,,,3,,,,,,,,,,,2,,2,,,,,,,,10,,,,,,,5,1,1,,,,2,1,2,3,1,3,3,6,3,1,6,4,4,2,3,4,1,4,5,7,4,7,8,420,,2,1,2,3,,,,7,6,2,2,3,4,2,2,11,1995,27,2,43,1,7,1,102,3,1,2,1,6,5,1,1,2,.15675388,.14284828,.62694484
18 Nov 22,18 Nov 22,2510,496.177,21,2,2,pl,1,1,2,,8,,33,33,,35,0,0,0,0,0,1,,2,,,,,1,10,2,1,2,2,3,3,2,2,5,6,1,4,6,6,1,4,1,5,5,5,5,,3,2,6,2,2,2,6,4,2,,,3,,,,,,,,,,,2,1,2,3,4,,,,,,10,11,,,,,,5,3,4,,,,1,2,4,4,2,4,4,3,3,4,6,5,6,5,6,6,1,4,1,7,8,8,3,417,,2,,,,,5,,7,7,2,5,5,3,3,1,5,1987,35,2,33,1,7,2,102,2,1,2,3,4,1,8,2,,.002953632,.0040940591,1.2538897
18 Nov 22,18 Nov 22,2511,1066.299,10,2,3,fr,1,1,2,,3,,14,14,,20,1,0,0,0,0,1,1,,,,,,1,5,2,1,2,3,2,3,3,3,1,7,1,2,3,4,1,0,4,1,1,1,1,,1,1,1,3,3,3,5,2,10,,,,,,,,,9,,,,,1,,,,,,,,,,,,12,,,,,3,3,4,,,,1,2,1,1,1,2,1,2,1,1,3,2,2,4,2,4,5,6,10,10,4,10,1,417,,3,1,,,,,,8,5,3,5,5,2,1,1,9,1973,49,4,999,1,3,1,46,2,1,2,8,998,1,1,2,,1.3698571,1.8670561,1.3011416
18 Nov 22,18 Nov 22,2512,1771.665,21,2,2,pl,1,3,2,,10,,33,33,33,5,1,0,1,0,0,1,,2,,,,,1,6,2,2,3,3,3,1,1,1,6,7,1,15,2,6,1,3,1,5,5,5,5,10,3,2,2,1,1,1,5,5,,,,,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,5,1,1,,,,1,1,2,2,2,2,3,3,3,1,1,3,6,5,5,6,7,7,1,7,5,7,8,998,,3,,,,,5,,10,1,4,2,2,2,3,2,5,1990,32,2,33,1,8,2,102,1,1,2,3,4,1,8,2,,.31350777,.44064832,1.2538897
18 Nov 22,18 Nov 22,2513,2707.782,15,2,2,it,1,3,2,,999,,20,20,20,11,1,1,0,0,0,1,,,,,,6,,,,1,999,999,3,3,3,2,999,7,1,3,4,7,999,,1,3,999,2,999,999,1,1,1,2,2,1,999,999,,,,,,,,7,8,,,,,,998,,,,,,,,,,,,,,,,999,,,,,,,998,998,3,2,999,3,4,3,3,1,1,2,6,999,2,6,11,11,11,999,999,999,999,234,,3,,,,,5,,6,6,2,1,998,999,3,2,7,1961,61,5,20,999,3,3,76,1,999,,,,1,2,999,,1.5903847,1.726329,1.0168953
18 Nov 22,18 Nov 22,2514,715.39697,10,2,1,fr,1,3,2,,7,,14,14,14,4,2,0,2,0,0,1,,,,,,6,1,6,2,1,3,2,3,2,2,2,5,6,1,10,3,5,1,5,2,3,4,4,5,7,1,3,2,2,1,2,5,4,2,,,3,,,,7,8,,,,,,1,1,2,,,,,,,,,11,,,,,,2,3,4,,,,1,2,3,3,2,4,3,5,2,1,4,4,6,5,6,6,1,3,2,8,4,6,6,174,,3,,,,,5,,7,7,2,3,5,2,3,2,3,1988,34,2,14,1,7,2,40,2,1,1,5,8,1,3,1,2,.66620117,.51722795,.66909361
18 Nov 22,18 Nov 22,2515,692.02698,15,2,2,it,1,3,998,,7,,20,20,20,40,2,0,1,1,0,3,,,,,,6,1,6,2,2,3,3,3,2,2,1,1,7,999,,1,7,999,,3,5,3,3,4,6,1,5,2,1,999,2,999,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,997,3,5,,,,1,3,3,4,1,2,6,3,7,999,5,3,4,2,4,6,6,7,8,6,4,8,6,998,,2,,,,,5,,8,8,3,1,4,3,3,1,8,1982,40,3,20,1,4,2,78,3,1,2,3,7,1,999,998,,3.0000055,2.6462414,1.7592348
18 Nov 22,18 Nov 22,2516,1241.7581,15,2,2,it,1,2,3,3,,,20,20,20,21,0,0,0,0,0,,,,,,,6,2,8,2,1,3,1,1,1,2,1,7,7,1,4,5,7,1,4,1,5,5,5,5,10,1,2,2,2,2,2,6,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,5,3,3,,,,1,2,4,5,2,5,6,8,8,8,8,3,6,3,6,6,10,1,2,4,1,8,6,998,,4,,,,,5,,10,10,2,2,5,3,3,1,10,2001,21,1,20,1,4,4,79,2,1,1,4,7,1,4,2,,3.0000713,3.0000689,1.647063
18 Nov 22,18 Nov 22,2517,1608.313,15,2,2,it,1,3,2,,8,,20,20,20,62,0,1,0,0,0,1,1,,,,,,,,,1,3,3,3,1,1,1,5,7,1,2,5,6,1,3,1,998,3,3,3,9,1,1,1,2,1,2,7,998,,,,,,,,,,,,11,,,2,1,,,4,,,,,,,,,13,,,,,,,,,,1,2,3,3,4,3,3,5,4,1,1,3,2,3,4,2,5,5,3,8,5,7,5,238,,2,1,,,,,,10,10,2,2,5,3,3,1,11,1951,71,6,20,1,4,3,78,2,6,,,,3,998,1,2,1.5590912,1.1392496,.4860599
18 Nov 22,18 Nov 22,2518,1902.4611,15,2,2,it,1,3,3,10,,,20,20,20,35,0,2,0,0,0,1,,,,,,6,,,,2,2,3,3,2,3,2,5,7,1,4,3,5,1,1,1,1,1,2,1,4,1,2,1,1,1,1,6,5,,,,,,,,7,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,1,4,4,3,3,1,1,3,6,6,4,6,3,4,5,6,7,6,4,232,,4,,,,,5,,3,3,4,5,5,2,3,1,9,1950,72,6,20,1,7,2,75,3,6,,,,1,8,2,,.1660081,.22228265,.41650206
18 Nov 22,18 Nov 22,2519,904.76501,27,2,2,sv,1,3,2,,9,,13,41,41,24,2,0,0,0,0,1,1,,,,5,,1,10,2,2,1,1,2,3,3,3,2,4,1,3,5,5,1,1,3,2,2,1,1,3,1,2,3,3,2,3,7,2,6,,,,,,,,,,,11,,,2,,,,,,,,,,,,12,,,,,5,4,4,,,,1,3,4,4,2,4,3,6,2,5,6,5,3,4,3,3,5,3,4,7,7,8,2,373,,2,,,,,5,,6,3,2,5,5,3,3,1,5,1972,50,4,41,1,6,2,134,1,1,2,1,8,1,4,2,,.86726081,.63849211,.86551613
18 Nov 22,18 Nov 22,2520,1455.293,15,2,1,it,1,3,2,,10,,20,20,20,3,0,2,0,0,0,2,,2,,,,,,,,1,2,2,3,1,3,2,7,7,1,4,6,6,1,3,1,5,4,3,5,9,1,2,1,1,2,1,6,4,1,,,,,,,7,8,,,,,,2,1,,,,,,,,,10,11,,,,,,,,,,,,2,3,3,2,3,2,1,4,4,3,6,3,3,2,3,4,2,2,2,9,9,8,5,232,,3,,2,,,,,6,5,2,4,998,2,3,2,1,1959,63,5,20,1,3,2,76,1,7,,,,2,4,2,,2.474649,2.9761343,1.5822955
18 Nov 22,18 Nov 22,2521,889.16101,27,2,2,sv,1,3,2,,10,,41,41,41,28,1,2,0,0,0,1,,,,,,6,1,2,2,1,2,1,3,1,1,2,3,5,1,7,3,4,1,3,4,4,3,3,4,6,6,2,2,3,2,2,3,4,5,,,3,,,,7,8,,,,,,2,1,2,3,,5,,,8,9,,,,,,,,4,3,3,,,,1,3,2,2,1,1,3,4,2,1,6,5,4,5,4,5,7,2,8,6,10,7,9,374,,4,,,,,5,,9,7,2,4,5,2,3,1,10,1968,54,4,41,1,9,3,133,3,1,2,1,7,1,4,2,,.90880066,.64953929,.86551613
18 Nov 22,18 Nov 22,2522,1397.4611,15,2,1,it,1,3,3,10,,,20,20,20,2,0,0,0,0,0,1,,,3,,,,,,,1,3,3,3,3,3,1,5,7,1,2,4,6,999,,6,5,2,3,999,9,2,2,3,1,1,1,7,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,2,1,5,3,6,4,3,6,2,2,3,3,2,6,5,237,,2,1,,,,,,9,9,2,2,999,999,3,1,6,1946,76,6,20,1,9,2,75,1,6,,,,3,8,1,3,.38746449,.51880985,.97211981
18 Nov 22,18 Nov 22,2523,1210.4869,10,2,2,fr,1,2,3,10,,,14,14,53,6,2,0,0,2,1,1,,,,,,6,,,,2,3,3,3,2,2,1,2,5,1,6,6,6,1,4,3,4,4,4,5,4,6,2,1,1,1,1,5,5,,,,,,,,7,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,998,2,2,2,2,4,2,4,1,1,6,6,6,6,6,2,2,3,10,10,10,8,174,,3,,,,4,,,7,1,3,3,5,2,3,2,1,1973,49,4,14,1,4,2,36,2,999,,,,1,4,2,,2.0513675,2.7235358,1.3011416
18 Nov 22,18 Nov 22,2524,1587.141,21,2,1,pl,1,3,2,,4,,33,33,33,53,0,2,0,0,0,3,1,2,,,,,1,10,2,1,3,3,3,1,1,1,6,6,1,5,6,6,1,10,2,4,4,4,4,10,3,2,2,1,1,1,5,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,3,4,,,,2,1,4,2,1,3,3,2,3,1,6,4,5,6,5,5,1,1,1,6,4,4,6,339,,2,,,,,5,,7,8,1,1,3,3,3,1,8,1969,53,4,33,1,998,2,104,1,1,2,1,7,1,999,998,,.41054222,.15708482,1.1285007
18 Nov 22,18 Nov 22,2525,1134.25,21,2,1,pl,1,4,2,,1,,33,33,,41,0,2,0,0,0,1,1,,,,,,1,2,2,2,1,1,1,3,3,3,3,3,1,2,5,3,1,3,6,1,2,2,2,,6,2,1,3,3,2,5,1,8,1,,,,,,,,,,,,,2,1,,3,,,,,,,,,,,,,,5,3,3,,,,2,2,2,4,2,6,3,7,3,2,5,3,2,3,2,3,9,2,5,5,1,3,2,339,,3,,,,,5,,6,6,3,5,5,4,2,1,8,1978,44,3,33,1,8,1,106,2,1,2,1,4,1,3,1,3,.017332621,.031280797,1.1809891
18 Nov 22,18 Nov 22,2526,1111.233,21,2,1,pl,1,3,2,,10,,33,33,33,4,0,0,0,0,0,,,,,,,6,1,2,2,2,2,3,2,1,2,1,3,2,1,6,2,3,1,1,6,4,4,5,5,10,1,3,1,2,2,2,5,3,4,,,,,,,,,,,11,,,1,,,,4,5,,7,8,,,11,,,,,,997,1,2,,,,1,2,2,2,1,2,3,2,4,1,2,2,5,2,4,5,1,4,10,7,1,4,5,999,,3,,,,,5,,2,2,2,1,1,3,3,2,8,1993,29,2,33,1,8,2,108,3,1,2,1,1,1,6,998,,.17293319,.20022103,1.2538897
18 Nov 22,18 Nov 22,2527,671.35101,15,2,2,it,1,3,998,,1,,20,20,20,18,0,0,0,0,1,,1,2,3,4,,,,,,1,1,3,3,2,3,1,2,6,1,4,2,6,1,1,6,5,5,5,5,9,1,1,1,1,2,1,6,998,,,,,,,,7,8,,,,,,1,,,,4,5,,,,,10,11,,,,,,,,,1,5,5,1,2,2,1,1,5,3,5,4,6,1,2,5,2,1,999,6,6,7,7,7,7,3,233,,4,,,,,5,,6,1,2,2,5,3,3,2,12,1999,22,1,20,3,4,2,79,3,2,,,,1,8,1,999,3.0000761,3.0000777,1.647063
18 Nov 22,18 Nov 22,2528,1038.458,21,2,1,pl,1,3,1,,,9,33,4,33,25,0,2,0,0,0,1,,2,,,,,,10,2,2,3,3,3,2,2,2,7,7,1,6,7,7,1,5,1,4,4,4,4,9,3,5,3,1,1,1,5,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,997,,,,,2,1,3,2,2,2,1,3,2,3,4,4,4,4,4,5,6,6,8,8,6,8,2,998,,2,1,,,,,,5,5,2,4,4,3,3,1,6,1963,59,5,33,1,7,1,108,3,1,3,1,7,999,5,1,2,.0017456077,.0029435619,1.310517
18 Nov 22,18 Nov 22,2529,982.32898,27,2,1,sv,1,3,2,,4,,41,41,41,52,0,3,0,0,0,3,,,,,,6,,,,2,3,2,3,3,3,3,3,5,1,3,2,2,1,4,3,998,2,3,3,8,2,2,1,1,1,1,5,5,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,3,2,1,1,2,3,3,2,4,3,4,1,1,1,3,2,1,417,,1,,,,,5,,10,10,3,4,4,2,3,1,3,1954,68,6,41,1,3,2,134,1,6,,,,3,8,2,,.92592573,1.2472196,.88142109
18 Nov 22,18 Nov 22,2530,537.70398,21,2,2,pl,1,2,2,,1,,33,33,33,21,0,0,0,1,0,,,,3,,,,,,,2,3,3,3,1,1,1,7,7,1,10,7,7,1,15,2,5,5,5,5,9,6,5,6,1,1,1,5,4,3,1,,,,,,,,,,,,,1,1,2,3,,,,,8,9,,11,,,,,,,,,5,2,4,1,2,2,3,2,3,4,4,6,1,1,6,999,6,6,6,10,7,6,7,6,9,6,339,,999,,,,,5,,9,8,1,2,2,1,3,2,7,2001,21,1,33,3,4,3,102,3,2,,,,1,8,2,,3.0000999,3.000098,1.7312226
18 Nov 22,18 Nov 22,2531,956.815,10,2,1,fr,1,2,2,,1,,14,14,14,1,0,0,0,0,0,,1,,,,,,,,,1,3,3,2,1,2,3,5,5,1,7,7,3,1,5,6,3,5,4,4,7,5,2,3,1,2,2,5,4,3,,,,,,,,,9,,,,,1,1,2,,,,,,8,,,11,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,7,3,4,3,4,4,6,6,5,3,3,4,7,998,,3,,,3,4,,,6,9,4,5,5,2,3,2,8,2000,22,1,14,1,4,1,46,2,8,,,,1,7,2,,3.0000451,3.0000451,1.0854439
18 Nov 22,18 Nov 22,2532,2310.25,21,2,1,pl,1,1,2,,5,,33,33,,16,0,0,0,0,0,1,1,,,,,,1,2,2,2,1,1,2,3,3,3,3,6,1,3,3,2,999,,2,1,3,2,1,,1,2,2,3,1,3,5,1,10,,,,,,,,,,10,,,,998,1,,,,5,,,,,,11,,,,,,997,4,5,,,,1,2,1,3,2,2,2,4,3,3,1,3,3,2,2,4,3,3,5,6,2,8,5,998,,4,,2,,,,,2,4,4,1,2,3,3,2,5,1982,40,3,33,1,8,1,103,3,1,2,3,6,1,2,2,,.52657139,.41080052,.59049457
18 Nov 22,18 Nov 22,2533,916.66602,21,2,2,pl,1,3,2,,6,,33,33,33,44,2,0,0,0,0,1,,,,4,,,2,8,2,1,3,2,3,2,2,1,3,6,1,10,3,3,1,3,1,5,4,5,5,9,2,4,2,2,1,2,7,4,4,,,,,,,,,,,11,,,1,1,2,,,5,,,,,,11,,,,,,4,2,2,,,,1,3,3,3,2,1,4,5,4,1,4,4,4,5,4,4,3,3,4,8,6,8,8,341,,2,1,,3,,,,5,4,2,2,5,2,3,2,7,1978,44,3,33,1,8,4,103,3,1,2,1,7,1,6,1,2,1.0531428,.82160103,1.1809891
18 Nov 22,18 Nov 22,2534,791.34302,27,2,2,sv,1,3,2,,5,,13,41,41,14,2,0,0,2,0,1,,,,,,6,1,9,2,2,3,3,3,1,1,1,2,3,1,3,5,7,1,4,2,5,5,5,5,9,5,2,2,1,1,1,5,5,,,,,,,,7,8,,,,,,1,,,,,,,,,,,,,,,,,5,1,2,,,,1,2,5,4,2,4,4,3,3,6,4,5,5,4,5,6,2,2,5,8,5,8,8,378,,2,1,2,,4,,,3,1,1,5,5,2,3,1,7,1984,38,3,41,1,7,2,134,2,1,1,1,8,1,3,1,3,1.0621541,1.5414249,1.1648675
18 Nov 22,18 Nov 22,2535,1040.4821,10,2,1,fr,1,3,2,,5,,14,14,14,7,1,0,0,0,0,1,1,2,,,,,,,,1,2,2,3,2,2,2,7,3,1,1,2,3,1,2,1,4,5,4,4,8,5,2,1,1,1,1,4,4,3,,,,,,,,,,,11,,,2,1,,3,,,,,8,,,,,,,,,,,,,,,1,3,2,2,1,2,2,3,1,1,1,3,3,3,3,4,2,2,2,2,3,4,5,169,,1,,,,,5,,9,5,1,998,3,2,3,1,8,1975,47,4,14,1,4,3,40,1,8,,,,2,2,2,,2.1628087,1.9675494,1.3011416
18 Nov 22,18 Nov 22,2536,1806.584,21,2,1,pl,1,3,3,10,,,15,33,33,60,0,1,0,0,0,1,,,,,,6,,,,1,3,3,3,3,3,3,2,5,1,2,2,2,1,7,4,5,4,4,4,8,1,2,1,1,1,2,3,4,3,,,3,4,,,7,8,,,,,,2,,,,,,,,,,,11,,,,,,,,,,,,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,9,3,4,8,3,8,5,416,"generalnie Opozycja (nie konkretna, pojedyncza partia)",2,,,,,5,,8,8,2,2,5,2,3,1,2,1953,69,6,33,1,8,2,108,3,6,,,,6,6,1,3,.14392035,.16061573,1.1541485
18 Nov 22,18 Nov 22,2537,626.51801,10,2,2,fr,1,2,2,,3,,14,14,14,2,2,0,0,2,1,1,1,,,,,,1,9,2,1,3,2,3,1,1,1,2,5,1,6,999,2,999,,2,5,5,4,5,9,5,3,2,1,1,1,4,5,,,,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,4,997,1,,,,1,3,2,1,1,1,2,1,2,2,6,6,6,6,6,6,1,2,2,7,6,5,6,998,,2,,,,,5,,10,10,1,5,5,1,3,2,3,1987,35,2,14,1,4,1,41,1,1,2,1,6,1,7,2,,1.9856459,2.6611955,.64128864
18 Nov 22,18 Nov 22,2538,649.62402,10,2,2,fr,1,1,998,,2,,14,998,,0,0,0,0,1,4,,1,,,,,,,,,1,3,3,3,2,3,1,7,5,1,4,6,6,1,10,1,5,2,4,5,,1,3,5,1,1,1,5,5,,,,,,,,,,9,10,,,,998,,,,,,,,,,,,,,,,,,,,5,1,1,2,2,2,6,5,5,6,7,7,4,5,6,6,4,6,999,3,4,6,9,6,5,4,998,,4,,,,,5,,10,1,2,3,3,3,3,2,6,2006,16,1,40,1,3,4,39,3,2,,,,1,6,2,,3.0000451,3.0000451,1.5605055
18 Nov 22,18 Nov 22,2539,1375.158,10,2,3,fr,1,2,2,,6,,14,14,14,26,0,0,0,0,0,1,1,,,,,,1,8,2,2,3,3,3,3,3,1,5,7,1,2,4,5,1,3,3,2,3,3,4,7,2,2,3,1,1,1,5,5,,,,,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,5,2,3,,,,1,2,1,1,1,1,1,1,2,3,2,4,6,6,6,6,3,4,4,8,8,5,5,998,,1,1,,,,,,7,9,2,2,4,2,1,2,7,1970,52,4,14,1,8,2,44,2,1,2,2,1,1,4,998,,.41866145,.3619239,1.3011416
18 Nov 22,18 Nov 22,2540,1142.089,10,2,2,fr,1,999,999,,1,,46,46,,48,0,1,0,0,0,1,1,,,,,,,,,1,1,3,1,3,3,3,3,4,1,1,1,1,1,0,3,1,1,1,1,,1,1,1,1,3,3,3,5,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,3,1,1,1,3,1,3,1,1,1,3,10,10,10,10,1,417,,1,1,,3,4,,,10,10,2,5,5,4,1,2,11,1973,49,4,14,1,4,1,47,3,5,,,,1,1,1,1,2.4443786,2.186729,1.3011416
18 Nov 22,18 Nov 22,2541,984.22498,27,2,1,sv,1,3,2,,3,,41,41,41,47,3,0,0,0,0,3,1,2,,,,,,,,1,3,3,999,2,2,1,2,5,1,10,3,5,1,0,3,4,2,3,4,9,2,1,1,2,2,2,5,998,,,,,,,,,,,,11,,,2,,,,,,,,8,,,,,,,,,,,,,,,998,2,2,3,2,2,3,3,1,1,7,3,3,3,3,4,6,3,3,2,999,999,7,999,,1,,,,,5,,10,7,3,5,5,2,3,2,3,1950,72,6,41,1,3,2,135,1,6,,,,3,2,1,2,.89954966,1.0524641,.88142109
18 Nov 22,18 Nov 22,2542,1815.339,27,2,2,sv,1,3,2,,999,,41,41,41,5,0,2,0,0,0,2,,2,,,,,1,8,2,1,3,1,3,3,3,2,2,4,1,8,2,2,1,4,1,5,4,5,5,9,5,2,1,2,1,1,2,998,,,,,,,,,,,10,,,,998,,,,,,,,,,,,,,,998,,5,3,3,,,,1,998,2,3,1,2,2,3,2,1,6,5,3,4,3,5,2,1,1,7,4,5,9,373,,1,,,,,5,,8,9,1,5,5,2,3,2,8,1973,49,4,41,1,6,2,133,3,1,2,3,998,1,3,2,,.78659236,1.342854,.86551613
18 Nov 22,18 Nov 22,2543,1692.134,27,2,1,sv,1,3,2,,8,,41,41,41,4,0,0,0,0,0,3,1,,,,,,,,,2,3,3,3,1,1,1,6,6,1,1,5,5,1,3,1,5,5,5,5,8,5,3,2,1,1,2,6,4,1,,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1,2,2,2,1,1,1,3,6,3,4,5,1,1,1,8,6,2,5,377,,2,,,,4,,,5,3,1,4,4,2,3,1,3,1947,75,6,41,1,7,2,133,2,6,,,,3,6,2,,.82198614,.52393454,.88142109
18 Nov 22,18 Nov 22,2544,1788.9,10,2,1,fr,1,3,998,,5,,999,999,14,40,0,2,0,0,0,3,,2,,,5,,,,,1,3,3,3,2,3,1,3,7,1,10,5,6,1,10,1,4,5,5,5,10,1,2,1,1,1,1,6,5,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,998,2,1,1,2,2,1,2,1,5,4,6,6,6,6,6,5,5,3,999,5,5,998,,1,,,,,5,,9,9,2,998,5,3,3,1,10,1948,74,6,14,999,3,2,45,1,6,,,,3,998,999,,2.7556558,2.4814351,.80283248
18 Nov 22,18 Nov 22,2545,1684.204,15,2,2,it,1,3,2,,998,,20,20,20,40,1,0,0,0,0,3,,2,,,,,,,,1,999,2,3,3,2,2,6,6,1,4,5,7,1,5,2,4,4,4,5,8,3,3,1,2,2,2,6,3,7,,,,,,,,,,,11,,,2,,,,,,,,,,10,,,13,,,,,,,,,,1,3,2,2,3,3,2,3,2,4,3,5,999,5,4,999,8,8,8,8,8,8,8,998,,2,,,,,5,,9,9,2,2,2,2,3,1,8,1954,68,6,20,999,4,3,78,2,6,,,,1,998,998,,2.7959566,2.9999993,.97211981
18 Nov 22,18 Nov 22,2546,1064.5959,15,2,2,it,1,3,999,,999,,20,20,20,60,0,1,0,0,0,1,,,,,,6,,,,2,3,2,3,1,1,1,5,7,1,4,7,7,1,3,1,4,5,5,5,9,999,3,1,1,1,1,7,5,,,,,,,,,,,,11,,,998,,,,,,,,,,,,,,,,,,,,,,,1,3,4,4,4,4,4,4,3,1,4,3,4,3,6,4,2,1,1,7,8,7,6,998,,2,,,,,5,,7,6,1,2,998,2,3,2,3,1961,61,5,20,1,4,3,77,1,7,,,,3,5,2,,1.9452983,1.8681791,1.5822955
18 Nov 22,18 Nov 22,2547,1134.944,10,2,1,fr,1,3,3,5,,,14,14,102,2,3,0,0,1,0,1,,,3,,,,1,7,2,1,3,3,3,2,2,2,6,6,1,8,2,2,1,2,2,5,5,5,5,8,1,2,2,1,1,1,4,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,1,1,,,,1,3,1,1,1,1,1,1,1,1,1,5,6,6,6,6,2,1,1,9,8,8,9,174,,2,,,,,5,,10,10,1,2,5,4,3,1,6,1965,57,5,14,1,3,3,46,3,1,2,5,9,1,4,1,1,1.6972692,1.4621297,1.7316043
